코드,발송일,유형코드,수량,
289425,20100430,1815, 	16 ,
289381,20100430,1815, 	3 ,
289135,20100430,1815, 	1 ,
289132,20100430,1815, 	6 ,
288296,20100430,1815, 	15 ,
287808,20100430,1815, 	20 ,
286506,20100430,1815, 	2 ,
286506,20100430,1692, 	12 ,
286506,20100430,1041, 	1 ,
286506,20100430,1261, 	2 ,
285975,20100430,1815, 	20 ,
285681,20100430,1627, 	36 ,
285491,20100430,1041, 	110 ,
285157,20100430,1815, 	42 ,
285157,20100430,1656, 	1 ,
284834,20100430,1815, 	12 ,
284816,20100430,1815, 	13 ,
284816,20100430,1041, 	2 ,
284640,20100430,1815, 	6 ,
284523,20100430,1815, 	10 ,
283426,20100430,1041, 	167 ,
275451,20100430,1692, 	224 ,
275444,20100430,1815, 	157 ,
275444,20100430,1041, 	3 ,
275426,20100430,1692, 	32 ,
275426,20100430,1373, 	3 ,
275143,20100430,1815, 	5 ,
275143,20100430,1692, 	160 ,
272415,20100430,1815, 	5 ,
269255,20100430,1815, 	63 ,
266112,20100430,1815, 	4 ,
266112,20100430,1692, 	8 ,
265867,20100430,1815, 	3 ,
265823,20100430,1692, 	6 ,
265731,20100430,1815, 	36 ,
265731,20100430,1656, 	1 ,
265731,20100430,1692, 	2 ,
265731,20100430,1041, 	3 ,
265731,20100430,1797, 	1 ,
265698,20100430,1815, 	5 ,
265698,20100430,1656, 	1 ,
265698,20100430,1878, 	15 ,
247467,20100430,1261, 	527 ,
247453,20100430,1261, 	192 ,
247423,20100430,1815, 	50 ,
247423,20100430,1261, 	130 ,
230813,20100430,1797, 	38 ,
230810,20100430,1041, 	2 ,
230667,20100430,1815, 	239 ,
230667,20100430,1041, 	1 ,
230667,20100430,1261, 	2 ,
230538,20100430,1815, 	6 ,
230538,20100430,1692, 	9 ,
230538,20100430,1878, 	13 ,
230538,20100430,1627, 	4 ,
230491,20100430,1797, 	1 ,
230362,20100430,1041, 	2 ,
229867,20100430,1815, 	4 ,
229867,20100430,1692, 	122 ,
229867,20100430,1878, 	1 ,
229867,20100430,1261, 	1 ,
229867,20100430,1373, 	9 ,
229856,20100430,1815, 	253 ,
229856,20100430,1656, 	2 ,
229856,20100430,1261, 	1 ,
229592,20100430,1815, 	205 ,
229592,20100430,1692, 	17 ,
229592,20100430,1355, 	4 ,
229592,20100430,1041, 	6 ,
229592,20100430,1261, 	20 ,
229182,20100430,1815, 	3 ,
228496,20100430,1878, 	4 ,
228496,20100430,1627, 	4 ,
228434,20100430,1815, 	66 ,
228434,20100430,1656, 	1 ,
228159,20100430,1815, 	8 ,
227645,20100430,1815, 	3 ,
227645,20100430,1692, 	3 ,
227631,20100430,1815, 	34 ,
227609,20100430,1396, 	16 ,
227609,20100430,1815," 	4,418 ",
227609,20100430,1656, 	50 ,
227308,20100430,1242, 	1 ,
227308,20100430,1815, 	50 ,
227308,20100430,1656, 	2 ,
227308,20100430,1692, 	88 ,
227308,20100430,1375, 	1 ,
227308,20100430,1745, 	3 ,
227308,20100430,1261, 	50 ,
227308,20100430,1373, 	1 ,
227048,20100430,1815, 	143 ,
227048,20100430,1656, 	1 ,
227048,20100430,1041, 	6 ,
226905,20100430,1815, 	7 ,
226905,20100430,1216, 	57 ,
226905,20100430,1041, 	4 ,
226901,20100430,1815, 	6 ,
226901,20100430,1878, 	8 ,
226729,20100430,1815, 	225 ,
226729,20100430,1656, 	1 ,
226729,20100430,1041, 	2 ,
226417,20100430,1815, 	47 ,
226417,20100430,1025, 	133 ,
225750,20100430,1692, 	14 ,
225750,20100430,1878, 	1 ,
225746,20100430,1692, 	6 ,
225739,20100430,1815, 	216 ,
225739,20100430,1656, 	30 ,
225739,20100430,1692, 	67 ,
225739,20100430,1261, 	65 ,
224939,20100430,1815, 	1 ,
224881,20100430,1815, 	47 ,
224639,20100430,1815, 	131 ,
224639,20100430,1041, 	1 ,
224448,20100430,1815, 	20 ,
223880,20100430,1815, 	12 ,
223880,20100430,1656, 	1 ,
223880,20100430,1692, 	3 ,
223685,20100430,1815, 	8 ,
223685,20100430,1878, 	6 ,
223502,20100430,1815, 	20 ,
222908,20100430,1853, 	29 ,
222908,20100430,1815, 	10 ,
222908,20100430,1692, 	80 ,
222908,20100430,1041, 	30 ,
222908,20100430,1878, 	43 ,
222193,20100430,1815, 	108 ,
222193,20100430,1261, 	72 ,
222167,20100430,1815, 	10 ,
222039,20100430,1815, 	52 ,
220473,20100430,1878, 	10 ,
220473,20100430,1261, 	4 ,
220066,20100430,1815, 	16 ,
219989,20100430,1815, 	40 ,
297308,20100501,1396, 	1 ,
297308,20100501,1815, 	6 ,
296898,20100501,1815, 	12 ,
296898,20100501,1692, 	29 ,
296670,20100501,1815, 	5 ,
296641,20100501,1396, 	4 ,
296641,20100501,1815, 	235 ,
296641,20100501,1656, 	21 ,
296641,20100501,1041, 	4 ,
296637,20100501,1815, 	170 ,
296637,20100501,1656, 	22 ,
296637,20100501,1041, 	1 ,
296626,20100501,1815, 	35 ,
296626,20100501,1656, 	2 ,
296582,20100501,1815, 	17 ,
296582,20100501,1656, 	1 ,
296579,20100501,1815, 	27 ,
296579,20100501,1656, 	6 ,
296575,20100501,1815, 	57 ,
296575,20100501,1656, 	4 ,
296575,20100501,1041, 	1 ,
296516,20100501,1815, 	33 ,
296516,20100501,1656, 	4 ,
296135,20100501,1815, 	20 ,
290529,20100501,1815, 	21 ,
290419,20100501,1815, 	100 ,
289843,20100501,1815, 	250 ,
289414,20100501,1815, 	7 ,
289414,20100501,1692, 	15 ,
289414,20100501,1373, 	21 ,
287694,20100501,1815, 	6 ,
287694,20100501,1692, 	234 ,
283683,20100501,1815, 	10 ,
272415,20100501,1815, 	22 ,
272415,20100501,1692, 	1 ,
272415,20100501,1878, 	3 ,
266112,20100501,1815, 	2 ,
265731,20100501,1815, 	25 ,
247467,20100501,1261," 	1,024 ",
247453,20100501,1261, 	288 ,
247445,20100501,1815, 	115 ,
247445,20100501,1261, 	114 ,
230813,20100501,1815, 	1 ,
230813,20100501,1041, 	21 ,
230813,20100501,1797, 	3 ,
230810,20100501,1041, 	69 ,
230773,20100501,1815, 	4 ,
230700,20100501,1815, 	54 ,
230700,20100501,1041, 	26 ,
230700,20100501,1878, 	9 ,
230700,20100501,1627, 	109 ,
230700,20100501,1091, 	2 ,
230183,20100501,1041, 	151 ,
230183,20100501,1797, 	22 ,
230183,20100501,1261, 	1 ,
228870,20100501,1815, 	26 ,
228159,20100501,1396, 	1 ,
228159,20100501,1815, 	77 ,
228159,20100501,1656, 	1 ,
228159,20100501,1692, 	1 ,
227631,20100501,1815, 	47 ,
227631,20100501,1025, 	4 ,
227631,20100501,1656, 	3 ,
227609,20100501,1396, 	27 ,
227609,20100501,1815," 	5,000 ",
227609,20100501,1656, 	53 ,
227392,20100501,1815, 	99 ,
227392,20100501,1692, 	1 ,
227308,20100501,1815, 	7 ,
227308,20100501,1692, 	51 ,
227308,20100501,1878, 	1 ,
227308,20100501,1745, 	3 ,
227308,20100501,1261, 	44 ,
226901,20100501,1815, 	15 ,
226901,20100501,1878, 	3 ,
226875,20100501,1242, 	1 ,
226875,20100501,1815, 	157 ,
226875,20100501,1041, 	2 ,
225753,20100501,1396, 	2 ,
225753,20100501,1815, 	32 ,
225753,20100501,1692, 	1 ,
225746,20100501,1692, 	18 ,
225746,20100501,1878, 	1 ,
225739,20100501,1815, 	46 ,
225739,20100501,1656, 	13 ,
225739,20100501,1692, 	53 ,
225739,20100501,1041, 	2 ,
225739,20100501,1745, 	2 ,
225739,20100501,1261, 	63 ,
225262,20100501,1815, 	96 ,
225262,20100501,1041, 	1 ,
225262,20100501,1797, 	2 ,
224639,20100501,1815, 	51 ,
223993,20100501,1797, 	1 ,
223993,20100501,1878, 	3 ,
223993,20100501,1627, 	79 ,
223993,20100501,1261, 	28 ,
223880,20100501,1815, 	13 ,
223880,20100501,1692, 	21 ,
223502,20100501,1815, 	108 ,
223502,20100501,1692, 	25 ,
222222,20100501,1692, 	1 ,
222222,20100501,1261, 	163 ,
222167,20100501,1815, 	43 ,
220657,20100501,1692, 	157 ,
289843,20100502,1815, 	200 ,
227609,20100502,1815, 	210 ,
227308,20100502,1815, 	200 ,
224067,20100502,1815, 	8 ,
297968,20100503,1692, 	24 ,
297712,20100503,1261, 	8 ,
297492,20100503,1815, 	17 ,
297349,20100503,1815, 	7 ,
297349,20100503,1656, 	1 ,
297308,20100503,1815, 	13 ,
296898,20100503,1815, 	10 ,
296898,20100503,1692, 	43 ,
296670,20100503,1815, 	2 ,
296626,20100503,1815, 	8 ,
296626,20100503,1656, 	1 ,
296546,20100503,1396, 	3 ,
296546,20100503,1815, 	34 ,
296546,20100503,1656, 	2 ,
296516,20100503,1815, 	15 ,
296516,20100503,1656, 	1 ,
296304,20100503,1815, 	348 ,
296304,20100503,1041, 	2 ,
296285,20100503,1815, 	10 ,
294815,20100503,1853, 	2 ,
294815,20100503,1355, 	142 ,
294764,20100503,1878, 	128 ,
291222,20100503,1815, 	64 ,
291222,20100503,1692, 	1 ,
291222,20100503,1261, 	2 ,
290859,20100503,1396, 	1 ,
290859,20100503,1815, 	169 ,
290855,20100503,1815, 	1 ,
290855,20100503,1692, 	10 ,
290855,20100503,1041, 	2 ,
290855,20100503,1878, 	24 ,
290855,20100503,1627, 	6 ,
289843,20100503,1815, 	323 ,
289843,20100503,1656, 	1 ,
289825,20100503,1091, 	160 ,
289425,20100503,1815, 	30 ,
286858,20100503,1041, 	1 ,
286429,20100503,1815, 	189 ,
286429,20100503,1656, 	3 ,
285476,20100503,1261, 	101 ,
284834,20100503,1815, 	16 ,
275440,20100503,1692, 	150 ,
275440,20100503,1041, 	1 ,
275440,20100503,1878, 	2 ,
275440,20100503,1261, 	77 ,
275143,20100503,1692, 	240 ,
272415,20100503,1815, 	38 ,
272415,20100503,1692, 	7 ,
272415,20100503,1878, 	5 ,
269251,20100503,1041, 	144 ,
269251,20100503,1797, 	55 ,
266112,20100503,1815, 	1 ,
266112,20100503,1692, 	2 ,
266098,20100503,1815, 	102 ,
266094,20100503,1692, 	6 ,
266094,20100503,1878, 	4 ,
266079,20100503,1692, 	2 ,
265823,20100503,1692, 	2 ,
265808,20100503,1815, 	1 ,
265808,20100503,1627, 	1 ,
265731,20100503,1815, 	57 ,
265731,20100503,1656, 	1 ,
247467,20100503,1261, 	819 ,
247464,20100503,1692, 	5 ,
247464,20100503,1261, 	2 ,
247456,20100503,1815, 	192 ,
247456,20100503,1261, 	96 ,
247453,20100503,1261, 	288 ,
247445,20100503,1815, 	115 ,
247445,20100503,1656, 	1 ,
247445,20100503,1261, 	114 ,
247442,20100503,1815, 	128 ,
247442,20100503,1261, 	128 ,
247434,20100503,1815, 	112 ,
247434,20100503,1261, 	128 ,
230813,20100503,1041, 	78 ,
230813,20100503,1261, 	1 ,
230813,20100503,1373, 	1 ,
230773,20100503,1815, 	11 ,
230755,20100503,1815, 	4 ,
230667,20100503,1041, 	170 ,
230667,20100503,1261, 	31 ,
230626,20100503,1373, 	1 ,
230527,20100503,1373, 	1 ,
230509,20100503,1373, 	28 ,
230388,20100503,1041, 	3 ,
230344,20100503,1815, 	418 ,
230344,20100503,1656, 	68 ,
230344,20100503,1692, 	16 ,
230344,20100503,1041, 	10 ,
230183,20100503,1815, 	1 ,
230183,20100503,1041, 	211 ,
230183,20100503,1797, 	7 ,
230183,20100503,1261, 	35 ,
229886,20100503,1815, 	190 ,
229886,20100503,1656, 	2 ,
228588,20100503,1815, 	248 ,
228588,20100503,1656, 	2 ,
228588,20100503,1797, 	1 ,
228588,20100503,1261, 	1 ,
228335,20100503,1815, 	10 ,
228159,20100503,1815, 	20 ,
227645,20100503,1815, 	4 ,
227645,20100503,1692, 	7 ,
227645,20100503,1878, 	8 ,
227631,20100503,1815, 	325 ,
227631,20100503,1025, 	8 ,
227631,20100503,1216, 	5 ,
227631,20100503,1041, 	2 ,
227609,20100503,1396, 	33 ,
227609,20100503,1815," 	6,705 ",
227609,20100503,1656, 	64 ,
227308,20100503,1815, 	10 ,
227308,20100503,1656, 	1 ,
227308,20100503,1692, 	101 ,
227308,20100503,1041, 	7 ,
227308,20100503,1261, 	21 ,
227242,20100503,1261, 	88 ,
226901,20100503,1815, 	7 ,
226901,20100503,1878, 	10 ,
226875,20100503,1815, 	6 ,
226366,20100503,1692, 	25 ,
225948,20100503,1815, 	12 ,
225753,20100503,1815, 	1 ,
225750,20100503,1692, 	16 ,
225750,20100503,1878, 	1 ,
225746,20100503,1692, 	18 ,
225746,20100503,1041, 	1 ,
225746,20100503,1878, 	3 ,
225739,20100503,1815, 	31 ,
225739,20100503,1656, 	20 ,
225739,20100503,1692, 	126 ,
225739,20100503,1261, 	3 ,
225431,20100503,1815, 	1 ,
225262,20100503,1815, 	120 ,
225262,20100503,1656, 	3 ,
225053,20100503,1815, 	17 ,
224822,20100503,1815, 	14 ,
224639,20100503,1815, 	192 ,
224496,20100503,1815, 	78 ,
224455,20100503,1815, 	4 ,
224455,20100503,1692, 	448 ,
224074,20100503,1815, 	2 ,
224067,20100503,1815, 	191 ,
224067,20100503,1656, 	9 ,
223880,20100503,1815, 	10 ,
223880,20100503,1656, 	1 ,
223880,20100503,1692, 	10 ,
222908,20100503,1853, 	39 ,
222908,20100503,1815, 	28 ,
222908,20100503,1692, 	42 ,
222908,20100503,1041, 	14 ,
222908,20100503,1878, 	41 ,
222417,20100503,1815, 	27 ,
222417,20100503,1041, 	209 ,
222417,20100503,1797, 	2 ,
222167,20100503,1815, 	111 ,
221507,20100503,1261," 	1,540 ",
220554,20100503,1041, 	57 ,
298009,20100504,1853, 	11 ,
297994,20100504,1815, 	116 ,
297994,20100504,1692, 	11 ,
297994,20100504,1041, 	1 ,
297946,20100504,1815, 	34 ,
297946,20100504,1656, 	6 ,
297946,20100504,1692, 	76 ,
297946,20100504,1373, 	8 ,
297803,20100504,1627, 	224 ,
297444,20100504,1396, 	1 ,
297444,20100504,1815, 	86 ,
297444,20100504,1656, 	10 ,
297308,20100504,1396, 	1 ,
297308,20100504,1815, 	12 ,
297308,20100504,1656, 	1 ,
296912,20100504,1091, 	520 ,
296898,20100504,1815, 	10 ,
296898,20100504,1692, 	19 ,
296670,20100504,1815, 	23 ,
296670,20100504,1656, 	3 ,
296579,20100504,1815, 	20 ,
296579,20100504,1656, 	3 ,
296538,20100504,1396, 	1 ,
296538,20100504,1815, 	83 ,
296538,20100504,1656, 	11 ,
296498,20100504,1853, 	131 ,
296406,20100504,1815, 	4 ,
294335,20100504,1815, 	28 ,
294335,20100504,1878, 	1 ,
293271,20100504,1815, 	60 ,
293271,20100504,1692, 	1 ,
293271,20100504,1041, 	1 ,
293271,20100504,1878, 	3 ,
293271,20100504,1627, 	1 ,
293271,20100504,1261, 	134 ,
293271,20100504,1373, 	4 ,
291522,20100504,1815, 	100 ,
290932,20100504,1853, 	14 ,
290932,20100504,1815, 	3 ,
290932,20100504,1692, 	6 ,
290932,20100504,1355, 	11 ,
290419,20100504,1815, 	200 ,
289843,20100504,1815, 	100 ,
289825,20100504,1815, 	149 ,
289594,20100504,1815, 	5 ,
289425,20100504,1815, 	30 ,
289132,20100504,1815, 	4 ,
288879,20100504,1692, 	16 ,
287973,20100504,1041, 	80 ,
287342,20100504,1815, 	30 ,
286778,20100504,1396, 	1 ,
286778,20100504,1815, 	199 ,
286774,20100504,1815, 	21 ,
286506,20100504,1815, 	21 ,
286506,20100504,1656, 	1 ,
286506,20100504,1692, 	16 ,
286506,20100504,1041, 	1 ,
286506,20100504,1261, 	1 ,
285975,20100504,1815, 	30 ,
285531,20100504,1815, 	5 ,
284816,20100504,1815, 	7 ,
284816,20100504,1041, 	3 ,
284281,20100504,1815, 	2 ,
284145,20100504,1815, 	30 ,
275418,20100504,1692, 	200 ,
272415,20100504,1815, 	5 ,
272415,20100504,1692, 	1 ,
272415,20100504,1878, 	17 ,
269251,20100504,1041, 	182 ,
269251,20100504,1797, 	26 ,
266189,20100504,1815, 	5 ,
266189,20100504,1692, 	170 ,
266112,20100504,1815, 	4 ,
266112,20100504,1692, 	3 ,
265823,20100504,1692, 	1 ,
265779,20100504,1815, 	20 ,
265731,20100504,1815, 	26 ,
265731,20100504,1656, 	2 ,
265731,20100504,1692, 	2 ,
265731,20100504,1261, 	5 ,
265658,20100504,1815, 	142 ,
265658,20100504,1692, 	15 ,
247467,20100504,1261, 	799 ,
247456,20100504,1815, 	112 ,
247456,20100504,1261, 	144 ,
247449,20100504,1815, 	144 ,
247449,20100504,1261, 	80 ,
247445,20100504,1815, 	116 ,
247445,20100504,1261, 	114 ,
247442,20100504,1815, 	58 ,
247442,20100504,1261, 	198 ,
247431,20100504,1815, 	175 ,
247431,20100504,1261, 	81 ,
230810,20100504,1041, 	28 ,
230810,20100504,1797, 	2 ,
230773,20100504,1815, 	11 ,
230667,20100504,1815, 	26 ,
230667,20100504,1041, 	218 ,
230667,20100504,1261, 	6 ,
230362,20100504,1041, 	50 ,
230362,20100504,1797, 	46 ,
230362,20100504,1261, 	37 ,
230183,20100504,1815, 	1 ,
230183,20100504,1041, 	189 ,
230183,20100504,1797, 	25 ,
230183,20100504,1261, 	1 ,
229867,20100504,1815, 	4 ,
229867,20100504,1692, 	58 ,
229867,20100504,1041, 	6 ,
229867,20100504,1878, 	2 ,
229867,20100504,1261, 	1 ,
229867,20100504,1373, 	5 ,
229853,20100504,1815, 	115 ,
229853,20100504,1656, 	2 ,
229853,20100504,1692, 	22 ,
229853,20100504,1373, 	1 ,
228283,20100504,1692, 	25 ,
228159,20100504,1815, 	16 ,
228159,20100504,1656, 	1 ,
228159,20100504,1041, 	2 ,
227660,20100504,1656, 	82 ,
227645,20100504,1815, 	18 ,
227645,20100504,1692, 	7 ,
227645,20100504,1878, 	4 ,
227631,20100504,1815, 	82 ,
227631,20100504,1656, 	2 ,
227609,20100504,1396, 	34 ,
227609,20100504,1815," 	7,564 ",
227609,20100504,1656, 	80 ,
227609,20100504,1692, 	192 ,
227583,20100504,1815, 	6 ,
227330,20100504,1692, 	9 ,
227308,20100504,1025, 	4 ,
227308,20100504,1692, 	94 ,
227308,20100504,1041, 	2 ,
227308,20100504,1627, 	1 ,
227308,20100504,1745, 	1 ,
227308,20100504,1261, 	14 ,
226901,20100504,1878, 	4 ,
226835,20100504,1815, 	46 ,
225830,20100504,1878, 	1 ,
225830,20100504,1627, 	19 ,
225750,20100504,1692, 	2 ,
225750,20100504,1878, 	1 ,
225746,20100504,1692, 	4 ,
225739,20100504,1815, 	316 ,
225739,20100504,1656, 	40 ,
225739,20100504,1692, 	36 ,
225739,20100504,1041, 	1 ,
225739,20100504,1261, 	37 ,
225262,20100504,1396, 	2 ,
225262,20100504,1815, 	149 ,
225262,20100504,1656, 	2 ,
225145,20100504,1692, 	6 ,
224928,20100504,1815, 	160 ,
224455,20100504,1815, 	12 ,
224224,20100504,1815, 	20 ,
224067,20100504,1815, 	4 ,
223880,20100504,1815, 	10 ,
223880,20100504,1692, 	12 ,
223685,20100504,1815, 	5 ,
222908,20100504,1692, 	180 ,
222417,20100504,1815, 	1 ,
222417,20100504,1041, 	190 ,
222417,20100504,1797, 	1 ,
222406,20100504,1041, 	192 ,
222193,20100504,1815, 	108 ,
222193,20100504,1261, 	72 ,
222167,20100504,1815, 	15 ,
222006,20100504,1815, 	72 ,
222006,20100504,1656, 	13 ,
222006,20100504,1692, 	10 ,
222006,20100504,1041, 	1 ,
221258,20100504,1692, 	168 ,
221258,20100504,1373, 	26 ,
221225,20100504,1815, 	150 ,
297308,20100505,1815, 	8 ,
297308,20100505,1656, 	2 ,
296670,20100505,1815, 	15 ,
296604,20100505,1815, 	137 ,
296604,20100505,1656, 	18 ,
296604,20100505,1041, 	1 ,
296546,20100505,1815, 	15 ,
296546,20100505,1656, 	6 ,
295809,20100505,1853, 	12 ,
289843,20100505,1815, 	100 ,
289425,20100505,1815, 	48 ,
289135,20100505,1815, 	2 ,
287694,20100505,1815, 	10 ,
287694,20100505,1692, 	231 ,
287416,20100505,1815, 	28 ,
266112,20100505,1815, 	5 ,
247467,20100505,1261, 	256 ,
229871,20100505,1815, 	126 ,
229871,20100505,1656, 	2 ,
227631,20100505,1815, 	139 ,
227631,20100505,1692, 	1 ,
227631,20100505,1041, 	4 ,
227609,20100505,1396, 	21 ,
227609,20100505,1815," 	3,539 ",
227609,20100505,1656, 	34 ,
227609,20100505,1692, 	1 ,
227308,20100505,1815, 	110 ,
227308,20100505,1025, 	3 ,
227308,20100505,1656, 	2 ,
227308,20100505,1692, 	30 ,
227308,20100505,1041, 	1 ,
227308,20100505,1261, 	37 ,
226058,20100505,1815, 	2 ,
225753,20100505,1815, 	19 ,
224639,20100505,1815, 	194 ,
224639,20100505,1041, 	3 ,
224639,20100505,1878, 	1 ,
222006,20100505,1815, 	235 ,
222006,20100505,1656, 	15 ,
221797,20100505,1853, 	91 ,
297308,20100506,1815, 	16 ,
297308,20100506,1656, 	1 ,
297096,20100506,1627, 	204 ,
296912,20100506,1091, 	360 ,
296898,20100506,1815, 	28 ,
296898,20100506,1692, 	32 ,
296832,20100506,1815, 	72 ,
296832,20100506,1692, 	4 ,
296700,20100506,1815, 	149 ,
296700,20100506,1656, 	1 ,
296670,20100506,1815, 	3 ,
296626,20100506,1815, 	32 ,
296626,20100506,1656, 	2 ,
296619,20100506,1815, 	70 ,
296619,20100506,1656, 	5 ,
296612,20100506,1396, 	4 ,
296612,20100506,1815, 	220 ,
296612,20100506,1656, 	16 ,
296582,20100506,1815, 	56 ,
296582,20100506,1656, 	4 ,
296579,20100506,1815, 	23 ,
296579,20100506,1656, 	4 ,
296524,20100506,1815, 	83 ,
296524,20100506,1656, 	5 ,
296516,20100506,1815, 	50 ,
296516,20100506,1656, 	7 ,
296516,20100506,1041, 	1 ,
296304,20100506,1815, 	446 ,
296304,20100506,1656, 	1 ,
296304,20100506,1041, 	1 ,
295288,20100506,1815, 	180 ,
294837,20100506,1815, 	2 ,
293337,20100506,1891, 	41 ,
293337,20100506,1261, 	4 ,
293337,20100506,1091, 	1 ,
292674,20100506,1815, 	30 ,
292674,20100506,1692, 	30 ,
291218,20100506,1815, 	12 ,
290657,20100506,1815, 	13 ,
290657,20100506,1692, 	8 ,
290657,20100506,1878, 	65 ,
290488,20100506,1815, 	26 ,
289843,20100506,1261, 	360 ,
289425,20100506,1815, 	33 ,
286550,20100506,1815, 	150 ,
286506,20100506,1815, 	90 ,
286506,20100506,1692, 	4 ,
286506,20100506,1261, 	1 ,
286371,20100506,1878, 	45 ,
284688,20100506,1815, 	20 ,
284688,20100506,1656, 	1 ,
284523,20100506,1815, 	10 ,
284416,20100506,1041, 	153 ,
284402,20100506,1891, 	1 ,
284281,20100506,1815, 	1 ,
284233,20100506,1041, 	120 ,
284050,20100506,1815, 	23 ,
284050,20100506,1656, 	1 ,
284050,20100506,1692, 	25 ,
284050,20100506,1041, 	19 ,
284050,20100506,1797, 	2 ,
283426,20100506,1815, 	3 ,
283426,20100506,1041, 	237 ,
283419,20100506,1815, 	8 ,
283305,20100506,1815, 	86 ,
282653,20100506,1656, 	11 ,
275143,20100506,1692, 	240 ,
272415,20100506,1815, 	14 ,
272415,20100506,1692, 	1 ,
272415,20100506,1878, 	12 ,
272415,20100506,1627, 	1 ,
266112,20100506,1815, 	2 ,
266112,20100506,1692, 	1 ,
266098,20100506,1041, 	2 ,
266098,20100506,1878, 	1 ,
266094,20100506,1692, 	13 ,
266094,20100506,1355, 	3 ,
266079,20100506,1692, 	2 ,
265878,20100506,1373, 	4 ,
265823,20100506,1692, 	7 ,
265731,20100506,1815, 	55 ,
265731,20100506,1656, 	2 ,
265731,20100506,1692, 	8 ,
265731,20100506,1041, 	1 ,
247467,20100506,1261, 	527 ,
247453,20100506,1261, 	880 ,
247445,20100506,1815, 	116 ,
247445,20100506,1261, 	114 ,
247442,20100506,1815, 	96 ,
247442,20100506,1261, 	160 ,
247438,20100506,1815, 	112 ,
247438,20100506,1261, 	144 ,
247434,20100506,1815, 	96 ,
247434,20100506,1261, 	96 ,
247423,20100506,1815, 	70 ,
247423,20100506,1261, 	80 ,
230758,20100506,1261, 	2 ,
230491,20100506,1041, 	21 ,
230491,20100506,1797, 	10 ,
230491,20100506,1261, 	2 ,
230344,20100506,1815, 	216 ,
230344,20100506,1656, 	32 ,
230344,20100506,1692, 	8 ,
229889,20100506,1692, 	200 ,
229875,20100506,1815, 	8 ,
229849,20100506,1815, 	23 ,
229849,20100506,1692, 	12 ,
229849,20100506,1373, 	1 ,
229347,20100506,1815, 	14 ,
228870,20100506,1815, 	31 ,
228159,20100506,1815, 	53 ,
228159,20100506,1025, 	1 ,
228159,20100506,1656, 	2 ,
228159,20100506,1041, 	2 ,
227645,20100506,1815, 	88 ,
227645,20100506,1656, 	2 ,
227645,20100506,1692, 	12 ,
227645,20100506,1041, 	1 ,
227645,20100506,1878, 	6 ,
227631,20100506,1815, 	17 ,
227609,20100506,1396, 	26 ,
227609,20100506,1815," 	6,100 ",
227609,20100506,1656, 	76 ,
227583,20100506,1815, 	7 ,
227433,20100506,1815, 	7 ,
227308,20100506,1815, 	200 ,
227308,20100506,1692, 	62 ,
227308,20100506,1878, 	1 ,
227308,20100506,1627, 	2 ,
227308,20100506,1261, 	24 ,
226908,20100506,1815, 	12 ,
226901,20100506,1878, 	23 ,
226729,20100506,1815, 	210 ,
225904,20100506,1815, 	10 ,
225750,20100506,1692, 	24 ,
225750,20100506,1878, 	2 ,
225746,20100506,1692, 	20 ,
225739,20100506,1815, 	328 ,
225739,20100506,1656, 	35 ,
225739,20100506,1692, 	108 ,
225739,20100506,1041, 	3 ,
225739,20100506,1261, 	66 ,
225229,20100506,1815, 	3 ,
225229,20100506,1041, 	17 ,
225002,20100506,1815, 	1 ,
224983,20100506,1815, 	9 ,
224576,20100506,1396, 	1 ,
224576,20100506,1815, 	65 ,
224576,20100506,1656, 	2 ,
224455,20100506,1815, 	15 ,
224433,20100506,1797, 	8 ,
224433,20100506,1261, 	4 ,
224433,20100506,1373, 	29 ,
224433,20100506,1091, 	12 ,
223920,20100506,1692, 	41 ,
223920,20100506,1041, 	2 ,
223920,20100506,1878, 	3 ,
223880,20100506,1815, 	9 ,
223880,20100506,1692, 	11 ,
223792,20100506,1815, 	90 ,
223792,20100506,1656, 	10 ,
223539,20100506,1815, 	180 ,
223502,20100506,1815, 	60 ,
223502,20100506,1692, 	40 ,
223447,20100506,1396, 	3 ,
223447,20100506,1815, 	211 ,
223447,20100506,1656, 	2 ,
222167,20100506,1815, 	10 ,
222006,20100506,1815, 	309 ,
222006,20100506,1656, 	19 ,
222006,20100506,1692, 	112 ,
222006,20100506,1041, 	2 ,
222006,20100506,1627, 	5 ,
222006,20100506,1745, 	1 ,
222006,20100506,1261, 	14 ,
222006,20100506,1373, 	1 ,
220554,20100506,1041, 	17 ,
219964,20100506,1815, 	256 ,
297946,20100507,1815, 	30 ,
297946,20100507,1656, 	9 ,
297946,20100507,1692, 	43 ,
297946,20100507,1373, 	5 ,
297939,20100507,1878, 	377 ,
297939,20100507,1627, 	7 ,
297712,20100507,1261, 	1 ,
297308,20100507,1815, 	16 ,
296949,20100507,1815, 	256 ,
296912,20100507,1091, 	295 ,
296898,20100507,1815, 	6 ,
296898,20100507,1692, 	22 ,
296795,20100507,1878, 	2 ,
296703,20100507,1815, 	192 ,
296670,20100507,1815, 	11 ,
296546,20100507,1815, 	24 ,
296520,20100507,1815, 	80 ,
296520,20100507,1656, 	6 ,
296520,20100507,1041, 	1 ,
296516,20100507,1815, 	26 ,
296135,20100507,1815, 	4 ,
295328,20100507,1692, 	105 ,
295328,20100507,1261, 	3 ,
295328,20100507,1373, 	13 ,
294756,20100507,1815, 	60 ,
