코드,발송일,유형코드,수량,
466197,20120323,1373,1,
466197,20120326,1373,1,
466197,20120330,1373,1,
466197,20120406,1373,3,
466197,20120409,1373,1,
466197,20120416,1373,1,
466197,20120430,1373,1,
466197,20120507,1373,1,
466197,20120514,1373,4,
466197,20120521,1373,1,
466197,20120528,1373,1,
466197,20120604,1373,1,
466197,20120611,1373,2,
466197,20120618,1373,1,
466197,20120625,1373,1,
466197,20120702,1373,1,
466197,20120709,1373,1,
466197,20120716,1373,2,
466197,20120723,1373,1,
466197,20120730,1373,1,
466196,20120118,1373,18,
466196,20120125,1373,8,
466196,20120201,1373,8,
466196,20120215,1373,8,
466196,20120222,1373,13,
466196,20120302,1373,11,
466196,20120314,1373,6,
466196,20120321,1373,2,
466196,20120328,1373,7,
466196,20120411,1373,5,
466196,20120425,1373,2,
466196,20120509,1373,4,
466196,20120523,1373,1,
466196,20120613,1373,22,
466196,20120627,1373,13,
466189,20120131,1878,4,
466189,20120214,1878,2,
466189,20120228,1878,3,
466189,20120308,1878,2,
466189,20120327,1878,2,
466189,20120405,1878,1,
466189,20120419,1878,1,
466189,20120426,1878,1,
466189,20120503,1878,1,
466189,20120522,1878,3,
466189,20120619,1878,1,
466189,20120626,1878,1,
466189,20120705,1878,1,
466189,20120710,1878,1,
466189,20120712,1878,1,
466189,20120717,1878,4,
466189,20120726,1878,3,
466189,20120731,1878,1,
466188,20120322,1815,1,
466188,20120426,1041,1,
466188,20120515,1041,1,
466188,20120531,1041,1,
466188,20120623,1041,1,
466188,20120721,1041,1,
466185,20120110,1878,1,
466185,20120112,1878,2,
466185,20120119,1627,1,
466185,20120221,1878,2,
466185,20120309,1041,1,
466185,20120309,1878,1,
466185,20120322,1878,2,
466185,20120329,1878,2,
466185,20120426,1878,1,
466185,20120524,1878,1,
466185,20120619,1815,1,
466185,20120619,1627,1,
466185,20120619,1891,1,
466185,20120724,1041,1,
466185,20120724,1878,1,
466184,20120102,1041,1,
466184,20120103,1041,1,
466184,20120105,1815,1,
466184,20120110,1041,1,
466184,20120112,1041,10,
466184,20120114,1041,6,
466184,20120117,1041,1,
466184,20120119,1041,1,
466184,20120126,1815,4,
466184,20120126,1041,19,
466184,20120128,1041,19,
466184,20120131,1041,1,
466184,20120202,1041,20,
466184,20120204,1041,2,
466184,20120206,1815,1,
466184,20120207,1041,1,
466184,20120209,1815,4,
466184,20120209,1041,41,
466184,20120210,1041,1,
466184,20120211,1815,3,
466184,20120216,1815,14,
466184,20120216,1041,25,
466184,20120218,1815,5,
466184,20120220,1815,1,
466184,20120221,1041,1,
466184,20120222,1041,1,
466184,20120223,1815,18,
466184,20120223,1041,6,
466184,20120224,1815,1,
466184,20120225,1041,30,
466184,20120227,1041,1,
466184,20120228,1815,1,
466184,20120229,1041,76,
466184,20120301,1815,5,
466184,20120302,1815,1,
466184,20120303,1815,5,
466184,20120306,1041,1,
466184,20120308,1041,21,
466184,20120310,1815,4,
466184,20120313,1041,1,
466184,20120315,1815,15,
466184,20120315,1041,32,
466184,20120317,1815,4,
466184,20120320,1041,1,
466184,20120322,1815,18,
466184,20120322,1656,1,
466184,20120322,1041,34,
466184,20120324,1041,2,
466184,20120326,1627,1,
466184,20120327,1041,1,
466184,20120328,1815,1,
466184,20120329,1815,8,
466184,20120329,1041,22,
466184,20120331,1815,2,
466184,20120403,1041,1,
466184,20120405,1815,5,
466184,20120405,1041,27,
466184,20120407,1815,5,
466184,20120410,1041,1,
466184,20120412,1815,19,
466184,20120412,1041,10,
466184,20120414,1041,4,
466184,20120417,1041,1,
466184,20120418,1815,1,
466184,20120419,1815,25,
466184,20120419,1041,30,
466184,20120420,1815,1,
466184,20120421,1041,7,
466184,20120424,1815,1,
466184,20120427,1815,16,
466184,20120427,1041,12,
466184,20120503,1815,14,
466184,20120503,1041,19,
466184,20120505,1815,4,
466184,20120508,1815,1,
466184,20120510,1815,14,
466184,20120510,1041,10,
466184,20120512,1041,7,
466184,20120515,1041,1,
466184,20120517,1815,10,
466184,20120517,1041,28,
466184,20120518,1815,1,
466184,20120519,1815,7,
466184,20120519,1041,17,
466184,20120522,1815,1,
466184,20120522,1627,1,
466184,20120524,1041,36,
466184,20120526,1041,1,
466184,20120530,1041,23,
466184,20120602,1815,5,
466184,20120604,1815,1,
466184,20120605,1041,1,
466184,20120607,1041,10,
466184,20120609,1041,8,
466184,20120612,1041,1,
466184,20120614,1041,4,
466184,20120616,1041,3,
466184,20120619,1815,2,
466184,20120619,1041,57,
466184,20120622,1041,29,
466184,20120627,1815,1,
466184,20120627,1041,15,
466184,20120629,1041,31,
466184,20120703,1815,1,
466184,20120703,1041,10,
466184,20120706,1815,2,
466184,20120706,1041,12,
466184,20120706,1627,1,
466184,20120710,1041,44,
466184,20120713,1815,1,
466184,20120713,1041,32,
466184,20120717,1815,1,
466184,20120717,1041,17,
466184,20120720,1815,4,
466184,20120720,1041,35,
466184,20120728,1041,66,
466183,20120130,1041,3,
466183,20120228,1041,1,
466183,20120322,1041,8,
466183,20120405,1041,1,
466183,20120412,1041,4,
466183,20120413,1041,61,
466183,20120420,1041,74,
466183,20120427,1041,19,
466183,20120507,1041,1,
466183,20120514,1041,1,
466183,20120525,1815,1,
466183,20120525,1041,6,
466183,20120530,1041,1,
466183,20120604,1041,3,
466183,20120620,1041,3,
466183,20120705,1041,1,
466183,20120711,1091,1,
466175,20120519,1041,2,
466172,20120109,1815,2,
466172,20120206,1815,1,
466172,20120319,1815,1,
466172,20120409,1815,2,
466172,20120412,1815,1,
466172,20120514,1815,2,
466172,20120601,1815,2,
466172,20120717,1815,3,
466161,20120118,1692,1,
466161,20120209,1815,1,
466161,20120227,1815,1,
466161,20120322,1815,1,
466161,20120412,1692,4,
466161,20120507,1692,1,
466161,20120524,1815,1,
466161,20120625,1815,1,
466161,20120723,1692,1,
466160,20120110,1692,1,
466160,20120117,1692,3,
466160,20120131,1692,1,
466160,20120207,1692,1,
466160,20120228,1692,2,
466160,20120306,1692,1,
466160,20120313,1692,3,
466160,20120327,1692,1,
466160,20120403,1692,2,
466160,20120410,1692,1,
466160,20120417,1692,2,
466160,20120424,1692,1,
466160,20120501,1692,1,
466160,20120508,1692,1,
466160,20120515,1692,1,
466160,20120529,1692,2,
466160,20120605,1692,4,
466160,20120612,1815,7,
466160,20120612,1692,5,
466160,20120619,1692,2,
466160,20120626,1692,1,
466160,20120703,1692,1,
466160,20120710,1692,3,
466160,20120717,1692,2,
466158,20120103,1815,1,
466158,20120104,1815,1,
466158,20120106,1815,1,
466158,20120107,1815,2,
466158,20120110,1815,5,
466158,20120111,1815,1,
466158,20120112,1815,2,
466158,20120113,1815,1,
466158,20120114,1815,1,
466158,20120116,1815,1,
466158,20120117,1815,3,
466158,20120118,1815,1,
466158,20120119,1815,1,
466158,20120120,1815,1,
466158,20120121,1815,1,
466158,20120125,1853,1,
466158,20120127,1815,5,
466158,20120128,1815,1,
466158,20120131,1815,1,
466158,20120202,1815,1,
466158,20120203,1815,1,
466158,20120206,1815,1,
466158,20120207,1815,1,
466158,20120208,1815,1,
466158,20120209,1815,1,
466158,20120211,1815,1,
466158,20120214,1815,1,
466158,20120221,1853,1,
466158,20120223,1815,1,
466158,20120224,1815,1,
466158,20120225,1853,1,
466158,20120229,1815,1,
466158,20120301,1815,1,
466158,20120303,1815,1,
466158,20120306,1815,1,
466158,20120308,1815,1,
466158,20120310,1853,1,
466158,20120313,1815,1,
466158,20120315,1815,1,
466158,20120317,1853,1,
466158,20120320,1815,1,
466158,20120322,1815,1,
466158,20120327,1815,1,
466158,20120329,1815,1,
466158,20120403,1853,1,
466158,20120405,1815,1,
466158,20120407,1853,1,
466158,20120410,1853,1,
466158,20120412,1815,1,
466158,20120417,1815,1,
466158,20120419,1815,1,
466158,20120421,1815,1,
466158,20120424,1815,1,
466158,20120427,1853,2,
466158,20120428,1815,1,
466158,20120501,1815,1,
466158,20120503,1815,1,
466158,20120505,1815,1,
466158,20120508,1815,1,
466158,20120510,1815,1,
466158,20120512,1853,2,
466158,20120515,1815,1,
466158,20120516,1815,2,
466158,20120519,1815,1,
466158,20120522,1692,1,
466158,20120524,1853,1,
466158,20120526,1815,1,
466158,20120528,1815,1,
466158,20120530,1815,1,
466158,20120602,1815,1,
466158,20120605,1853,2,
466158,20120605,1692,1,
466158,20120607,1815,1,
466158,20120609,1815,1,
466158,20120612,1815,1,
466158,20120614,1815,5,
466158,20120614,1692,1,
466158,20120616,1815,7,
466158,20120621,1815,7,
466158,20120623,1815,4,
466158,20120626,1815,6,
466158,20120628,1815,9,
466158,20120630,1815,6,
466158,20120703,1815,6,
466158,20120705,1815,5,
466158,20120707,1815,6,
466158,20120710,1815,6,
466158,20120712,1815,2,
466158,20120714,1815,2,
466158,20120717,1815,4,
466158,20120719,1815,4,
466158,20120721,1815,3,
466158,20120724,1815,5,
466158,20120726,1692,3,
466158,20120728,1815,14,
466158,20120731,1815,12,
466156,20120428,1261,1,
466151,20120105,1815,1,
466151,20120112,1815,1,
466151,20120117,1815,1,
466151,20120121,1815,1,
466151,20120131,1815,1,
466151,20120204,1815,1,
466151,20120211,1815,1,
466151,20120216,1815,2,
466151,20120217,1692,2,
466151,20120222,1815,1,
466151,20120222,1692,2,
466151,20120228,1815,1,
466151,20120301,1815,1,
466151,20120303,1815,1,
466151,20120308,1815,1,
466151,20120315,1815,1,
466151,20120317,1815,1,
466151,20120324,1815,1,
466151,20120407,1815,2,
466151,20120414,1815,1,
466151,20120417,1815,1,
466151,20120424,1815,1,
466151,20120505,1815,2,
466151,20120510,1815,1,
466151,20120519,1815,1,
466151,20120726,1692,3,
466149,20120107,1373,10,
466149,20120110,1373,9,
466149,20120124,1373,9,
466149,20120128,1373,12,
466149,20120207,1373,15,
466149,20120210,1373,9,
466149,20120225,1373,16,
466149,20120301,1373,9,
466149,20120315,1373,10,
466149,20120331,1373,12,
466149,20120414,1373,20,
466149,20120430,1373,10,
466149,20120505,1373,11,
466149,20120519,1373,11,
466149,20120602,1373,15,
466149,20120616,1373,12,
466149,20120626,1373,9,
466149,20120709,1373,21,
466149,20120717,1373,7,
466149,20120726,1373,12,
466149,20120731,1373,9,
466148,20120103,1373,16,
466148,20120207,1373,12,
466148,20120306,1373,8,
466148,20120424,1373,17,
466148,20120529,1373,9,
466148,20120619,1373,3,
466148,20120727,1373,1,
466147,20120504,1355,4,
466146,20120102,1815,20,
466146,20120102,1261,4,
466146,20120103,1815,5,
466146,20120103,1261,12,
466146,20120104,1815,8,
466146,20120104,1261,1,
466146,20120105,1815,21,
466146,20120105,1261,9,
466146,20120106,1815,21,
466146,20120106,1261,5,
466146,20120107,1815,11,
466146,20120107,1261,4,
466146,20120109,1815,21,
466146,20120109,1261,3,
466146,20120110,1815,16,
466146,20120110,1261,6,
466146,20120111,1815,14,
466146,20120111,1261,10,
466146,20120112,1815,24,
466146,20120112,1261,2,
466146,20120113,1815,12,
466146,20120113,1261,3,
466146,20120114,1815,10,
466146,20120114,1261,1,
466146,20120116,1815,24,
466146,20120116,1261,9,
466146,20120117,1815,17,
466146,20120117,1261,11,
466146,20120118,1815,17,
466146,20120118,1261,7,
466146,20120119,1815,18,
466146,20120119,1261,9,
466146,20120120,1815,10,
466146,20120120,1261,4,
466146,20120121,1815,5,
466146,20120125,1815,10,
466146,20120125,1261,1,
466146,20120126,1815,15,
466146,20120126,1261,11,
466146,20120127,1815,5,
466146,20120127,1261,11,
466146,20120128,1815,4,
466146,20120128,1261,1,
466146,20120130,1261,4,
466146,20120131,1261,4,
466146,20120201,1815,1,
466146,20120201,1261,8,
466146,20120201,1373,2,
466146,20120202,1815,14,
466146,20120202,1261,4,
466146,20120203,1815,3,
466146,20120203,1261,11,
466146,20120204,1815,3,
466146,20120204,1261,6,
466146,20120206,1815,11,
466146,20120206,1261,5,
466146,20120207,1815,3,
466146,20120207,1261,12,
466146,20120208,1815,7,
466146,20120208,1261,11,
466146,20120209,1815,6,
466146,20120209,1261,3,
466146,20120210,1815,5,
466146,20120210,1261,10,
466146,20120211,1815,5,
466146,20120211,1261,1,
466146,20120213,1815,3,
466146,20120213,1261,2,
466146,20120214,1815,15,
466146,20120214,1261,6,
466146,20120215,1815,8,
466146,20120215,1261,12,
466146,20120216,1815,5,
466146,20120216,1261,6,
466146,20120217,1815,12,
466146,20120217,1261,7,
466146,20120218,1815,10,
466146,20120218,1261,3,
466146,20120220,1815,2,
466146,20120220,1261,9,
466146,20120221,1815,10,
466146,20120221,1261,4,
466146,20120222,1815,16,
466146,20120222,1261,4,
466146,20120223,1815,20,
466146,20120223,1261,16,
466146,20120224,1815,9,
466146,20120224,1261,2,
466146,20120225,1815,1,
466146,20120225,1261,1,
466146,20120227,1815,3,
466146,20120227,1261,1,
466146,20120228,1815,6,
466146,20120228,1261,4,
466146,20120229,1815,4,
466146,20120229,1261,1,
466146,20120301,1815,3,
466146,20120301,1261,3,
466146,20120302,1815,12,
466146,20120303,1815,7,
466146,20120303,1261,12,
466146,20120305,1815,11,
466146,20120305,1261,5,
466146,20120306,1815,14,
466146,20120306,1261,9,
466146,20120307,1815,12,
466146,20120307,1261,11,
466146,20120308,1815,12,
466146,20120308,1261,5,
466146,20120309,1815,12,
466146,20120309,1261,13,
466146,20120310,1815,9,
466146,20120310,1261,11,
466146,20120312,1815,1,
466146,20120312,1261,2,
466146,20120313,1815,6,
466146,20120313,1261,5,
466146,20120314,1815,6,
466146,20120314,1261,5,
466146,20120315,1815,5,
466146,20120315,1261,4,
466146,20120316,1815,9,
466146,20120316,1261,2,
466146,20120317,1815,12,
466146,20120317,1261,3,
466146,20120320,1815,8,
466146,20120320,1261,8,
466146,20120321,1261,11,
466146,20120322,1261,1,
466146,20120323,1815,3,
466146,20120324,1815,1,
466146,20120324,1261,2,
466146,20120326,1815,4,
466146,20120326,1261,29,
466146,20120327,1815,8,
466146,20120327,1261,2,
466146,20120328,1815,15,
466146,20120328,1261,5,
466146,20120329,1815,7,
466146,20120329,1261,2,
466146,20120330,1815,7,
466146,20120330,1261,1,
466146,20120331,1815,9,
466146,20120331,1261,1,
466146,20120402,1815,4,
466146,20120402,1656,2,
466146,20120402,1261,1,
466146,20120403,1815,17,
466146,20120403,1261,7,
466146,20120404,1815,24,
466146,20120404,1261,4,
466146,20120405,1815,4,
466146,20120405,1261,3,
466146,20120406,1815,15,
466146,20120406,1261,11,
466146,20120409,1815,12,
466146,20120409,1261,10,
466146,20120410,1815,12,
466146,20120410,1261,10,
466146,20120411,1815,6,
466146,20120412,1815,17,
466146,20120412,1261,8,
466146,20120413,1815,13,
466146,20120413,1261,6,
466146,20120416,1815,2,
466146,20120416,1261,10,
466146,20120417,1815,11,
466146,20120417,1261,8,
466146,20120418,1815,9,
466146,20120418,1261,6,
466146,20120419,1815,12,
466146,20120419,1261,5,
466146,20120420,1815,9,
466146,20120420,1261,5,
466146,20120421,1815,3,
466146,20120423,1815,2,
466146,20120424,1815,8,
466146,20120424,1261,19,
466146,20120425,1815,5,
466146,20120425,1261,5,
466146,20120426,1815,12,
466146,20120426,1261,7,
466146,20120427,1815,13,
466146,20120427,1261,6,
466146,20120428,1815,1,
466146,20120430,1815,5,
466146,20120430,1261,5,
466146,20120501,1815,9,
466146,20120501,1261,14,
466146,20120502,1815,7,
466146,20120502,1261,2,
466146,20120503,1815,22,
466146,20120503,1261,9,
466146,20120504,1815,15,
466146,20120504,1261,8,
466146,20120507,1815,10,
466146,20120507,1261,2,
466146,20120508,1815,2,
466146,20120509,1815,20,
466146,20120509,1261,13,
466146,20120510,1815,20,
466146,20120510,1261,8,
466146,20120511,1815,17,
466146,20120511,1261,9,
466146,20120512,1815,6,
466146,20120514,1815,18,
466146,20120514,1261,6,
466146,20120515,1815,9,
466146,20120515,1261,15,
466146,20120516,1815,14,
466146,20120516,1261,6,
466146,20120517,1815,16,
466146,20120517,1261,9,
466146,20120518,1815,19,
466146,20120518,1261,5,
466146,20120519,1815,3,
466146,20120521,1815,6,
466146,20120521,1261,5,
466146,20120522,1815,9,
466146,20120523,1815,16,
466146,20120523,1261,5,
466146,20120524,1815,18,
466146,20120524,1261,10,
466146,20120525,1815,25,
466146,20120525,1261,15,
466146,20120526,1815,10,
466146,20120526,1261,6,
466146,20120528,1815,1,
466146,20120529,1815,6,
466146,20120529,1261,1,
466146,20120530,1815,9,
466146,20120530,1261,15,
466146,20120531,1815,6,
466146,20120531,1261,5,
466146,20120601,1815,19,
466146,20120601,1261,6,
466146,20120602,1815,4,
466146,20120604,1815,8,
466146,20120604,1261,6,
466146,20120605,1815,16,
466146,20120605,1261,17,
466146,20120607,1815,8,
466146,20120607,1261,13,
466146,20120608,1815,22,
466146,20120608,1261,7,
466146,20120609,1815,10,
466146,20120609,1261,5,
466146,20120611,1815,5,
466146,20120612,1815,6,
466146,20120612,1261,15,
466146,20120613,1815,15,
466146,20120613,1261,13,
466146,20120614,1815,9,
466146,20120614,1261,18,
466146,20120615,1815,6,
466146,20120615,1261,5,
466146,20120616,1815,8,
466146,20120616,1261,2,
466146,20120618,1815,5,
466146,20120618,1261,5,
466146,20120619,1815,13,
466146,20120619,1261,9,
466146,20120620,1815,12,
466146,20120620,1261,5,
466146,20120621,1815,15,
466146,20120621,1261,8,
466146,20120622,1815,15,
466146,20120622,1261,24,
466146,20120623,1815,9,
466146,20120625,1815,16,
466146,20120625,1692,1,
466146,20120625,1261,5,
466146,20120626,1815,11,
466146,20120626,1261,6,
466146,20120627,1815,7,
466146,20120627,1261,4,
466146,20120628,1815,8,
466146,20120628,1261,1,
466146,20120629,1815,11,
466146,20120629,1261,2,
466146,20120630,1815,23,
466146,20120630,1261,6,
466146,20120702,1815,8,
466146,20120703,1815,19,
466146,20120703,1261,8,
466146,20120704,1815,14,
466146,20120704,1261,9,
466146,20120705,1815,4,
466146,20120705,1261,3,
466146,20120706,1815,2,
466146,20120707,1815,14,
466146,20120709,1815,17,
466146,20120709,1261,11,
466146,20120710,1815,35,
466146,20120710,1261,15,
466146,20120711,1815,4,
466146,20120711,1261,5,
466146,20120712,1815,25,
466146,20120712,1261,12,
466146,20120713,1815,18,
466146,20120713,1261,7,
466146,20120714,1815,16,
466146,20120714,1261,1,
466146,20120716,1815,2,
466146,20120716,1261,1,
466146,20120717,1815,12,
466146,20120717,1261,4,
466146,20120718,1815,23,
466146,20120718,1261,15,
466146,20120719,1815,10,
466146,20120719,1261,4,
466146,20120720,1815,14,
466146,20120720,1261,9,
466146,20120721,1815,11,
466146,20120721,1261,6,
466146,20120723,1815,7,
466146,20120723,1261,3,
466146,20120724,1815,10,
466146,20120724,1261,1,
466146,20120725,1815,18,
466146,20120725,1261,5,
466146,20120726,1815,13,
466146,20120726,1261,5,
466146,20120727,1815,11,
466146,20120727,1261,9,
466146,20120728,1815,2,
466146,20120730,1815,4,
466146,20120730,1261,4,
466146,20120731,1815,3,
466146,20120731,1261,5,
466139,20120621,1815,1,
466138,20120112,1041,1,
466138,20120511,1041,1,
466138,20120730,1041,20,
466137,20120507,1041,13,
466137,20120507,1797,1,
466137,20120507,1261,17,
466137,20120611,1041,1,
466136,20120118,1041,1,
466136,20120222,1815,1,
466136,20120310,1041,1,
466136,20120724,1041,2,
466135,20120105,1041,6,
466135,20120118,1041,2,
466135,20120119,1815,1,
466135,20120125,1815,1,
466135,20120204,1815,2,
466135,20120204,1041,4,
466135,20120209,1815,1,
466135,20120211,1815,1,
466135,20120218,1815,1,
466135,20120224,1815,2,
466135,20120224,1041,6,
466135,20120302,1692,1,
466135,20120302,1041,3,
466135,20120305,1692,1,
466135,20120307,1815,1,
466135,20120315,1692,1,
466135,20120315,1041,8,
466135,20120319,1041,1,
466135,20120324,1041,1,
466135,20120406,1815,1,
466135,20120406,1041,12,
466135,20120416,1815,1,
466135,20120416,1041,7,
466135,20120417,1041,2,
466135,20120425,1041,4,
466135,20120501,1041,6,
466135,20120503,1041,1,
466135,20120514,1815,1,
466135,20120514,1041,6,
466135,20120523,1815,5,
466135,20120523,1692,1,
466135,20120523,1041,5,
466135,20120529,1041,4,
466135,20120530,1041,2,
466135,20120605,1041,1,
466135,20120614,1041,8,
466135,20120620,1041,1,
466135,20120702,1815,1,
466135,20120702,1041,7,
466135,20120709,1041,2,
466135,20120717,1041,4,
466135,20120723,1815,1,
466135,20120723,1041,1,
466135,20120727,1041,8,
466134,20120117,1815,1,
466134,20120203,1692,1,
466134,20120214,1815,1,
466134,20120302,1692,1,
466134,20120413,1373,1,
466134,20120504,1692,1,
466134,20120515,1815,2,
466134,20120619,1815,1,
466134,20120619,1692,2,
466134,20120706,1373,1,
466133,20120104,1373,1,
466133,20120109,1815,3,
466133,20120109,1692,4,
466133,20120109,1373,3,
466133,20120127,1815,4,
466133,20120127,1041,2,
466133,20120127,1373,8,
466133,20120203,1373,1,
466133,20120208,1815,1,
466133,20120217,1815,2,
466133,20120217,1692,2,
466133,20120217,1261,1,
466133,20120217,1373,7,
466133,20120220,1815,1,
466133,20120307,1692,4,
466133,20120307,1261,1,
466133,20120307,1373,4,
466133,20120321,1815,3,
466133,20120321,1692,2,
466133,20120321,1373,5,
466133,20120402,1815,2,
466133,20120402,1692,10,
466133,20120402,1261,1,
466133,20120402,1373,3,
466133,20120416,1815,1,
466133,20120425,1815,6,
466133,20120425,1692,4,
466133,20120425,1373,4,
466133,20120504,1815,1,
466133,20120514,1815,2,
466133,20120514,1692,1,
466133,20120514,1261,1,
466133,20120514,1373,7,
466133,20120606,1815,5,
466133,20120606,1656,2,
466133,20120606,1373,6,
466133,20120615,1815,1,
466133,20120625,1815,4,
466133,20120625,1692,4,
466133,20120625,1373,6,
466133,20120716,1815,6,
466133,20120716,1373,8,
466133,20120730,1815,2,
466133,20120730,1692,3,
466133,20120730,1373,4,
466132,20120102,1692,1,
466132,20120106,1692,1,
466132,20120111,1815,3,
466132,20120113,1815,1,
466132,20120116,1815,1,
466132,20120120,1692,1,
466132,20120206,1692,1,
466132,20120210,1692,1,
466132,20120213,1261,1,
466132,20120217,1692,1,
466132,20120220,1373,1,
466132,20120222,1692,1,
466132,20120227,1692,1,
466132,20120229,1692,1,
466132,20120302,1692,1,
466132,20120307,1373,1,
466132,20120308,1692,1,
466132,20120319,1815,1,
466132,20120319,1692,1,
466132,20120320,1692,1,
466132,20120322,1815,1,
466132,20120330,1692,1,
466132,20120402,1373,1,
466132,20120409,1692,1,
466132,20120410,1692,1,
466132,20120416,1692,1,
466132,20120425,1815,1,
466132,20120502,1373,1,
466132,20120507,1692,1,
466132,20120530,1692,4,
466132,20120626,1815,2,
466132,20120626,1692,3,
466132,20120723,1692,2,
466131,20120102,1692,2,
466131,20120109,1815,6,
466131,20120109,1878,1,
466131,20120116,1815,7,
466131,20120116,1692,3,
466131,20120125,1815,6,
466131,20120125,1692,3,
466131,20120125,1878,1,
466131,20120131,1815,6,
466131,20120131,1692,3,
466131,20120206,1815,5,
466131,20120206,1692,4,
466131,20120206,1878,2,
466131,20120213,1815,4,
466131,20120213,1692,2,
466131,20120220,1815,8,
466131,20120220,1692,3,
466131,20120220,1878,1,
466131,20120228,1815,5,
466131,20120228,1692,6,
466131,20120312,1815,8,
466131,20120312,1692,5,
466131,20120319,1815,5,
466131,20120319,1692,4,
466131,20120327,1815,8,
466131,20120327,1692,3,
466131,20120403,1815,1,
466131,20120403,1692,6,
466131,20120410,1815,4,
466131,20120410,1692,3,
466131,20120416,1815,3,
466131,20120416,1692,1,
466131,20120424,1815,5,
466131,20120424,1692,5,
466131,20120502,1815,6,
466131,20120502,1692,4,
466131,20120508,1815,3,
466131,20120508,1692,2,
466131,20120514,1815,2,
466131,20120514,1692,3,
466131,20120521,1815,5,
466131,20120521,1692,3,
466131,20120530,1815,4,
466131,20120530,1692,3,
466131,20120604,1815,3,
466131,20120604,1692,4,
466131,20120612,1815,1,
466131,20120612,1692,2,
466131,20120619,1815,6,
466131,20120709,1815,4,
466131,20120709,1692,4,
466131,20120716,1815,3,
466131,20120716,1692,2,
466131,20120724,1815,3,
466131,20120724,1692,1,
466130,20120106,1041,3,
466130,20120113,1815,1,
466130,20120118,1041,2,
466130,20120127,1041,1,
466130,20120130,1041,2,
466130,20120201,1041,1,
466130,20120206,1041,3,
466130,20120224,1041,2,
466130,20120309,1041,3,
466130,20120314,1041,8,
466130,20120321,1041,5,
466130,20120324,1041,1,
466130,20120404,1041,2,
466130,20120430,1815,1,
466130,20120430,1041,10,
466130,20120430,1878,2,
466130,20120511,1041,5,
466130,20120516,1041,1,
466130,20120525,1041,8,
466130,20120601,1041,7,
466130,20120606,1815,2,
466130,20120606,1041,4,
466130,20120622,1815,1,
466130,20120622,1041,14,
466130,20120704,1041,3,
466130,20120720,1815,1,
466130,20120720,1041,1,
466130,20120727,1041,17,
466129,20120221,1878,1,
466126,20120125,1815,1,
466126,20120125,1692,2,
466126,20120316,1692,1,
466126,20120411,1692,1,
466126,20120509,1815,1,
466126,20120702,1692,1,
466126,20120713,1815,2,
466124,20120104,1815,13,
466124,20120104,1692,23,
466124,20120111,1815,13,
466124,20120111,1692,15,
466124,20120118,1815,18,
466124,20120118,1692,24,
466124,20120125,1815,10,
466124,20120125,1692,10,
466124,20120125,1041,1,
466124,20120201,1815,19,
466124,20120201,1692,13,
466124,20120208,1815,20,
466124,20120208,1692,26,
466124,20120215,1815,22,
466124,20120215,1692,22,
466124,20120222,1815,22,
466124,20120222,1692,19,
466124,20120229,1815,12,
466124,20120229,1692,11,
466124,20120307,1815,20,
466124,20120307,1692,22,
466124,20120314,1815,17,
466124,20120314,1692,23,
466124,20120321,1815,12,
466124,20120321,1692,28,
466124,20120328,1815,12,
